Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,Kingdom,Phylum,Class,Order,Family,Genus
Lambertia echinata subsp. occidentalis,Western Prickly Honeysuckle,Endangered,Lambertia echinata subsp. occidentalis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Lambertia
Lambertia fairallii,Fairall's Honeysuckle,Endangered,Lambertia fairallii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Lambertia
Lambertia orbifolia,Roundleaf Honeysuckle,Endangered,Lambertia orbifolia,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Lambertia
Lasiopetalum joyceae, ,Vulnerable,Lasiopetalum joyceae,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Lasiopetalum
Lasiopetalum longistamineum, ,Vulnerable,Lasiopetalum longistamineum,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Lasiopetalum
Lasiopetalum pterocarpum,Wing-fruited Lasiopetalum,Endangered,Lasiopetalum pterocarpum,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Lasiopetalum
Lasiopetalum rotundifolium,Round-leaf Lasiopetalum,Endangered,Lasiopetalum rotundifolium,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Lasiopetalum
Lasiopetalum sp. Mount Caroline (S.D. Hopper SDH 6381), ,Critically Endangered,Lasiopetalum sp. Mount Caroline (S.D. Hopper SDH 6381),4-Jul-19,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Lasiopetalum
Lasiopetalum sp. Proston (J.A.Baker 17),Proston Lasiopetalum,Critically Endangered,Lasiopetalum sp. Proston (J.A.Baker 17),12-Feb-10,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Lasiopetalum
Lasiorhinus krefftii,"Northern Hairy-nosed Wombat, Yaminon",Critically Endangered,Lasiorhinus krefftii,15-Feb-18,Animalia,Chordata,Mammalia,Diprotodonta,Vombatidae,Lasiorhinus
Lastreopsis calantha,"Shield-fern, Shieldfern",Endangered,Lastreopsis calantha,25-Nov-03,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Dryopteridaceae,Lastreopsis
Lastreopsis walleri,a fern,Vulnerable,Lastreopsis walleri,16-Jul-00,Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Dryopteridaceae,Lastreopsis
Lathamus discolor,Swift Parrot,Critically Endangered,Lathamus discolor,5-May-16,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lathamus
Latrobea colophona, ,Critically Endangered,Latrobea colophona,11-May-18,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Latrobea
Lawrencia buchananensis, ,Vulnerable,Lawrencia buchananensis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Lawrencia
Lechenaultia chlorantha,Kalbarri Leschenaultia,Vulnerable,Lechenaultia chlorantha,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae,Lechenaultia
Lechenaultia laricina,Scarlet Leschenaultia,Endangered,Lechenaultia laricina,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae,Lechenaultia
Leiocarpa gatesii,Wrinkled Buttons,Vulnerable,Leiocarpa gatesii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Leiocarpa
Leionema equestre,Kangaroo Island Phebalium,Endangered,Leionema equestre,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Leionema
Leionema lachnaeoides, ,Endangered,Leionema lachnaeoides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Leionema
Leionema obtusifolium, ,Vulnerable,Leionema obtusifolium,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Leionema
Leionema ralstonii, ,Vulnerable,Leionema ralstonii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Leionema
Leionema sympetalum,Rylstone Bell,Vulnerable,Leionema sympetalum,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Leionema
Leioproctus douglasiellus,a short-tongued bee,Critically Endangered,Leioproctus douglasiellus,14-May-13,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Leioproctus
Leipoa ocellata,Malleefowl,Vulnerable,Leipoa ocellata,16-Jul-00,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Leipoa
Lemmaphyllum accedens, ,Extinct,Lemmaphyllum accedens,16-Jul-00,Plantae,Polypodiophyta,Polypodiatae,Polypodiales,Polypodiaceae,Lemmaphyllum
Lepidium aschersonii,Spiny Pepper-cress,Vulnerable,Lepidium aschersonii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium
Lepidium drummondii,Drummond's Lepidium,Extinct,Lepidium drummondii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium
Lepidium ginninderrense,Ginninderra Peppercress,Vulnerable,Lepidium ginninderrense,28-Feb-05,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium
Lepidium hyssopifolium,"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Endangered,Lepidium hyssopifolium,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium
Lepidium monoplocoides,Winged Pepper-cress,Endangered,Lepidium monoplocoides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium
Lepidium peregrinum,Wandering Pepper-cress,Endangered,Lepidium peregrinum,1-May-03,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium
Lepidium pseudopapillosum,Erect Pepper-cress,Vulnerable,Lepidium pseudopapillosum,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Lepidium
Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",Endangered,Lepidochelys olivacea,16-Jul-00,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys
Lepidodactylus listeri,"Christmas Island Gecko, Lister's Gecko",Critically Endangered,Lepidodactylus listeri,3-Jan-14,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Lepidodactylus
Lepidorrhachis mooreana,"Little Mountain Palm, Moorei Palm",Critically Endangered,Lepidorrhachis mooreana,26-Jun-15,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Lepidorrhachis
Lepidosperma rostratum,Beaked Lepidosperma,Endangered,Lepidosperma rostratum,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae,Lepidosperma
Leporillus apicalis,"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",Extinct,Leporillus apicalis,16-Jul-00,Animalia,Chordata,Mammalia,Rodentia,Muridae,Leporillus
Leporillus conditor,"Wopilkara, Greater Stick-nest Rat",Vulnerable,Leporillus conditor,16-Jul-00,Animalia,Chordata,Mammalia,Rodentia,Muridae,Leporillus
Leptomeria dielsiana,Diels' Currant Bush,Vulnerable,Leptomeria dielsiana,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Santalaceae,Leptomeria
Leptospermum deanei,Deane's Tea-tree,Vulnerable,Leptospermum deanei,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Leptospermum
Leptospermum thompsonii,Monga Tea-tree,Vulnerable,Leptospermum thompsonii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Leptospermum
Lerista allanae,"Allan's Lerista, Retro Slider",Endangered,Lerista allanae,16-Jul-00,Animalia,Chordata,Reptilia,Squamata,Scincidae,Lerista
Lerista nevinae,Nevin's Slider,Endangered,Lerista nevinae,15-Feb-18,Animalia,Chordata,Reptilia,Squamata,Scincidae,Lerista
Lerista vittata,"Mount Cooper Striped Skink, Mount Cooper Striped Lerista",Vulnerable,Lerista vittata,16-Jul-00,Animalia,Chordata,Reptilia,Squamata,Scincidae,Lerista
Leucocarbo atriceps nivalis,"Imperial Shag (Heard Island), Heard Shag",Vulnerable,Leucocarbo atriceps nivalis,16-Jul-00,Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Leucocarbo
Leucocarbo atriceps purpurascens,Imperial Shag (Macquarie Island),Vulnerable,Leucocarbo atriceps purpurascens,16-Jul-00,Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Leucocarbo
Leucochrysum albicans subsp. tricolor,"Hoary Sunray, Grassland Paper-daisy",Endangered,Leucochrysum albicans subsp. tricolor,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Leucochrysum
Leucopatus anophthalmus,Blind Velvet Worm,Endangered,Tasmanipatus anophthalmus,30-Jun-09,Animalia,Onychophora,Onychophora (no class),Onychophora (no order),Peripatopsidae,Leucopatus
Leucopogon confertus,Torrington Beard-heath,Endangered,Leucopogon confertus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Leucopogon
Leucopogon cryptanthus,Small-flowered Leucopogon,Extinct,Leucopogon cryptanthus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Leucopogon
Leucopogon exolasius,Woronora Beard-heath,Vulnerable,Leucopogon exolasius,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Leucopogon
Leucopogon gnaphalioides,Stirling Range Beard Heath,Endangered,Leucopogon gnaphalioides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Leucopogon
Leucopogon marginatus,Thick-margined Leucopogon,Endangered,Leucopogon marginatus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Leucopogon
Leucopogon nitidus, ,Endangered,Leucopogon nitidus,15-Feb-18,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Leucopogon
Leucopogon obtectus,Hidden Beard-heath,Endangered,Leucopogon obtectus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Leucopogon
Leucopogon sp. Coolmunda (D.Halford Q1635), ,Endangered,Leucopogon sp. Coolmunda (D.Halford Q1635),16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Leucopogon
"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)", ,Critically Endangered,"Leucopogon sp. Flynn (F.Hort, J.Hort & A.Lowrie 859)",11-May-18,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Leucopogon
Leucopogon sp. Ongerup (A.S. George 16682), ,Vulnerable,Leucopogon sp. Ongerup (A.S. George 16682),15-Feb-18,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Leucopogon
Leucopogon spectabilis,Ironstone Beard-heath,Critically Endangered,Leucopogon spectabilis,19-Aug-10,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Leucopogon
Lewinia pectoralis clelandi,"Western Australian Lewin's Rail, Lewin's Rail (western)",Extinct,Lewinia pectoralis clelandi,16-Jul-00,Animalia,Chordata,Aves,Gruiformes,Rallidae,Lewinia
Liasis olivaceus barroni,Olive Python (Pilbara subspecies),Vulnerable,Liasis olivaceus barroni,16-Jul-00,Animalia,Chordata,Reptilia,Squamata,Boidae,Liasis
Lichenostomus melanops cassidix,"Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)",Critically Endangered,Lichenostomus melanops cassidix,6-Nov-14,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Lichenostomus
Limonium australe var. baudinii,Baudin's Sea-lavender,Vulnerable,Limonium australe var. baudinii,13-Apr-05,Plantae,Magnoliophyta,Magnoliopsida,Plumbaginales,Plumbaginaceae,Limonium
Limosa lapponica baueri,"Bar-tailed Godwit (baueri), Western Alaskan Bar-tailed Godwit",Vulnerable,Limosa lapponica baueri,5-May-16,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa
Limosa lapponica menzbieri,"Northern Siberian Bar-tailed Godwit, Bar-tailed Godwit (menzbieri)",Critically Endangered,Limosa lapponica menzbieri,5-May-16,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa
Limosella granitica,Granite Mudwort,Vulnerable,Limosella granitica,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Limosella
Lindsaea pulchella var. blanda, ,Vulnerable,Lindsaea pulchella var. blanda,16-Jul-00,Plantae,Polypodiophyta,Polypodiatae,Dicksoniales,Lindsaeaceae,Lindsaea
Liopholis guthega,Guthega Skink,Endangered,Liopholis guthega,23-Feb-11,Animalia,Chordata,Reptilia,Squamata,Scincidae,Liopholis
Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",Vulnerable,Liopholis kintorei,16-Jul-00,Animalia,Chordata,Reptilia,Squamata,Scincidae,Liopholis
Liopholis pulchra longicauda,"Jurien Bay Skink, Jurien Bay Rock-skink",Vulnerable,Liopholis pulchra longicauda,11-Jun-09,Animalia,Chordata,Reptilia,Squamata,Scincidae,Liopholis
Liopholis slateri slateri,"Slater's Skink, Floodplain Skink",Endangered,Liopholis slateri slateri,4-Apr-01,Animalia,Chordata,Reptilia,Squamata,Scincidae,Liopholis
Lissotes latidens,"Broad-toothed Stag Beetle, Wielangta Stag Beetle",Endangered,Lissotes latidens,3-Dec-02,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Lissotes
Litoria aurea,Green and Golden Bell Frog,Vulnerable,Litoria aurea,16-Jul-00,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria booroolongensis,Booroolong Frog,Endangered,Litoria booroolongensis,18-Dec-07,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria castanea,"Yellow-spotted Tree Frog, Yellow-spotted Bell Frog",Critically Endangered,Litoria castanea,4-Jul-19,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria dayi,"Australian Lace-lid, Lace-eyed Tree Frog, Day's Big-eyed Treefrog",Vulnerable,Litoria dayi,4-Jul-19,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria kroombitensis,Kroombit Treefrog,Critically Endangered,Litoria kroombitensis,4-Jul-19,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria littlejohni,"Littlejohn's Tree Frog,  Heath Frog",Vulnerable,Litoria littlejohni,16-Jul-00,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria lorica,Armoured Mistfrog,Critically Endangered,Litoria lorica,1-Feb-07,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria myola,Kuranda Tree Frog,Critically Endangered,Litoria myola,4-Jul-19,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria nannotis,"Waterfall Frog, Torrent Tree Frog",Endangered,Litoria nannotis,16-Jul-00,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria nyakalensis,"Mountain Mistfrog, Nyakala Frog",Critically Endangered,Litoria nyakalensis,1-Feb-07,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria olongburensis,Wallum Sedge Frog,Vulnerable,Litoria olongburensis,16-Jul-00,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria piperata,Peppered Tree Frog,Vulnerable,Litoria piperata,16-Jul-00,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Vulnerable,Litoria raniformis,16-Jul-00,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria rheocola,Common Mistfrog,Endangered,Litoria rheocola,16-Jul-00,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria spenceri,Spotted Tree Frog,Endangered,Litoria spenceri,16-Jul-00,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Litoria verreauxii alpina,"Alpine Tree Frog, Verreaux's Alpine Tree Frog",Vulnerable,Litoria verreauxii alpina,16-Jul-00,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria
Livistona lanuginosa,Waxy Cabbage Palm,Vulnerable,Livistona lanuginosa,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Livistona
Livistona mariae subsp. mariae,"Central Australian Cabbage Palm, Red Cabbage Palm",Endangered,Livistona mariae subsp. mariae,11-May-18,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Livistona
Lobelia gelida, ,Vulnerable,Lobelia gelida,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Campanulaceae,Lobelia
Logania diffusa, ,Vulnerable,Logania diffusa,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Loganiaceae,Logania
Logania insularis,Kangaroo Island Logania,Vulnerable,Logania insularis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Loganiaceae,Logania
Lomatia tasmanica,King's Lomatia,Critically Endangered,Lomatia tasmanica,16-Oct-01,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Lomatia
Lucasium occultum,"Yellow-snouted Gecko, Yellow-snouted Ground Gecko",Endangered,Lucasium occultum,18-Aug-06,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Lucasium
Lychnothamnus barbatus,a green alga,Endangered,Lychnothamnus barbatus,16-Jul-00,Plantae,Streptophyta,Streptophyta (no class),Charales,Characeae,Lychnothamnus
Lysiosepalum abollatum,Woolly Lysiosepalum,Critically Endangered,Lysiosepalum abollatum,14-May-13,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Lysiosepalum
Macadamia integrifolia,"Macadamia Nut, Queensland Nut Tree, Smooth-shelled Macadamia, Bush Nut, Nut Oak",Vulnerable,Macadamia integrifolia,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Macadamia
Macadamia jansenii,"Bulberin Nut, Bulburin Nut Tree",Endangered,Macadamia jansenii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Macadamia
Macadamia ternifolia,"Small-fruited Queensland Nut, Gympie Nut",Vulnerable,Macadamia ternifolia,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Macadamia
Macadamia tetraphylla,"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",Vulnerable,Macadamia tetraphylla,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Macadamia
Macarthuria keigheryi,Keighery's Macarthuria,Endangered,Macarthuria keigheryi,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Molluginaceae,Macarthuria
Maccullochella ikei,"Clarence River Cod, Eastern Freshwater Cod",Endangered,Maccullochella ikei,16-Jul-00,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,Maccullochella
Maccullochella macquariensis,Trout Cod,Endangered,Maccullochella macquariensis,16-Jul-00,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,Maccullochella
Maccullochella mariensis,Mary River Cod,Endangered,Maccullochella mariensis,16-Jul-00,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,Maccullochella
Maccullochella peelii,Murray Cod,Vulnerable,Maccullochella peelii,3-Jul-03,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,Maccullochella
Macquaria australasica,Macquarie Perch,Endangered,Macquaria australasica,16-Jul-00,Animalia,Chordata,Actinopterygii,Perciformes,Percichthyidae,Macquaria
Macroderma gigas,Ghost Bat,Vulnerable,Macroderma gigas,5-May-16,Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,Macroderma
Macronectes giganteus,"Southern Giant-Petrel, Southern Giant Petrel",Endangered,Macronectes giganteus,4-Apr-01,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes
Macronectes halli,Northern Giant Petrel,Vulnerable,Macronectes halli,4-Apr-01,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes
Macropteranthes montana, ,Vulnerable,Macropteranthes montana,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Combretaceae,Macropteranthes
Macrotis lagotis,Greater Bilby,Vulnerable,Macrotis lagotis,16-Jul-00,Animalia,Chordata,Mammalia,Polyprotodonta,Thylacomyidae,Macrotis
Macrotis leucura,"Yallara, Lesser Bilby, Djoonpi",Extinct,Macrotis leucura,16-Jul-00,Animalia,Chordata,Mammalia,Polyprotodonta,Thylacomyidae,Macrotis
Macrozamia conferta, ,Vulnerable,Macrozamia conferta,16-Jul-00,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,Macrozamia
Macrozamia cranei, ,Endangered,Macrozamia cranei,16-Jul-00,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,Macrozamia
Macrozamia lomandroides,cycad,Endangered,Macrozamia lomandroides,16-Jul-00,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,Macrozamia
Macrozamia macdonnellii,MacDonnell Ranges Cycad,Vulnerable,Macrozamia macdonnellii,16-Jul-00,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,Macrozamia
Macrozamia machinii, ,Vulnerable,Macrozamia machinii,16-Jul-00,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,Macrozamia
Macrozamia occidua, ,Vulnerable,Macrozamia occidua,16-Jul-00,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,Macrozamia
Macrozamia parcifolia, ,Vulnerable,Macrozamia parcifolia,16-Jul-00,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,Macrozamia
Macrozamia pauli-guilielmi,Pineapple Zamia,Endangered,Macrozamia pauli-guilielmi,16-Jul-00,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,Macrozamia
Macrozamia platyrhachis,cycad,Endangered,Macrozamia platyrhachis,16-Jul-00,Plantae,Cycadophyta,Cycadatae,Cycadales,Zamiaceae,Macrozamia
Maireana cheelii,Chariot Wheels,Vulnerable,Maireana cheelii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Maireana
Malurus coronatus coronatus,Purple-crowned Fairy-wren (western),Endangered,Malurus coronatus coronatus,31-Oct-15,Animalia,Chordata,Aves,Passeriformes,Maluridae,Malurus
Malurus leucopterus edouardi,"White-winged Fairy-wren (Barrow Island), Barrow Island Black-and-white Fairy-wren",Vulnerable,Malurus leucopterus edouardi,16-Jul-00,Animalia,Chordata,Aves,Passeriformes,Maluridae,Malurus
Malurus leucopterus leucopterus,"White-winged Fairy-wren (Dirk Hartog Island), Dirk Hartog Black-and-White Fairy-wren",Vulnerable,Malurus leucopterus leucopterus,16-Jul-00,Animalia,Chordata,Aves,Passeriformes,Maluridae,Malurus
Manorina melanotis,Black-eared Miner,Endangered,Manorina melanotis,16-Jul-00,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Manorina
Marattia salicina,"King Fern, Para, Potato Fern",Endangered,Marattia salicina,25-Nov-03,Plantae,Polypodiophyta,Polypodiatae,Marattiales,Marattiaceae,Marattia
Marginaster littoralis,Derwent River Seastar,Critically Endangered,Marginaster littoralis,30-Jun-09,Animalia,Echinodermata,Asteroidea,Valvatida,Poraniidae,Marginaster
Marianthus paralius, ,Endangered,Marianthus paralius,15-Feb-18,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Pittosporaceae,Marianthus
Marsdenia araujacea, ,Extinct,Marsdenia araujacea,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Marsdenia
Marsdenia brevifolia, ,Vulnerable,Marsdenia brevifolia,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Marsdenia
Marsdenia longiloba,Clear Milkvine,Vulnerable,Marsdenia longiloba,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Marsdenia
Marsdenia paludicola, ,Vulnerable,Marsdenia paludicola,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Marsdenia
Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",Vulnerable,Mastacomys fuscus mordicus,5-May-16,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mastacomys
