Current Name and SPRAT ID,Current Name and SPRAT ID,Current Name and SPRAT ID,"EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ",EPBC Act Documents ,EPBC Act Documents ,EPBC Act Documents ,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,"State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence"
Taxon ID,Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,EPBC Act Migratory,Bonn,Listed Name Bonn,CAMBA,Listed Name Camba,JAMBA,Listed Name Jamba,ROKAMBA,Listed Name Rokamba,Marine Status,Listed Name Marine,Cetacean,Finalised Priority Assessment List (FPAL),Listed Name FPAL,Conservation Advice,Recovery Plan,Recovery Plan Decisions,Kingdom,Phylum,Class,Order,Family,Genus,Taxon Group,ACT NC Act,Listed Name,NSW TSC Act and FM Act,Listed Name,NT TPWC Act,Listed Name,Qld NC Act,Listed Name,SA NPW Act,Listed Name,Tas. TSP Act,Listed Name,Vic. FFG Act (Advisory Lists),Listed Name,WA WC Act,Listed Name,IUCN Red List,IUCN Red List Listed Names,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos (Keeling) Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area
6330,Dopatrium junceum, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Dopatrium,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Dopatrium junceum,,,,,,,,,,,,,,,,,
18859,Doryanthes palmeri,Spear Lily,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Liliales,Agavaceae,Doryanthes,monocots (single seed leaf),,,Vulnerable,Doryanthes palmeri,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
66718,Doryrhamphus baldwini,Redstripe Pipefish,,,,,,,,,,,,,Listed,Doryrhamphus baldwini,,,,,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Doryrhamphus,ray-finned fishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present
66210,Doryrhamphus dactyliophorus,"Banded Pipefish, Ringed Pipefish",,,,,,,,,,,,,Listed,Doryrhamphus dactyliophorus,,,,,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Doryrhamphus,ray-finned fishes,,,,,,,,,,,,,,,,,Data Deficient,Dunckerocampus dactyliophorus,,,,Present,,,,Present,,,,,,,,,Present
66211,Doryrhamphus excisus,"Bluestripe Pipefish, Indian Blue-stripe Pipefish, Pacific Blue-stripe Pipefish",,,,,,,,,,,,,Listed,Doryrhamphus excisus,,,,,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Doryrhamphus,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Doryrhamphus excisus,,,Present,Present,,,,Present,,,,,,,,,Present
66212,Doryrhamphus janssi,"Cleaner Pipefish, Janss' Pipefish",,,,,,,,,,,,,Listed,Doryrhamphus janssi,,,,,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Doryrhamphus,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Doryrhamphus janssi,,,Present,Present,,,,Present,,,,,,,,,Present
66717,Doryrhamphus multiannulatus,Many-banded Pipefish,,,,,,,,,,,,,Listed,Doryrhamphus multiannulatus,,,,,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Doryrhamphus,ray-finned fishes,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,Present
66213,Doryrhamphus negrosensis,"Flagtail Pipefish, Masthead Island Pipefish",,,,,,,,,,,,,Listed,Doryrhamphus negrosensis,,,,,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Doryrhamphus,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Doryrhamphus negrosensis,,,,,,,,Present,,,,,,,,,Present
75186,Doryrhamphus pessuliferus,Yellowbanded Pipefish,,,,,,,,,,,,,Listed,Dunckerocampus pessuliferus,,,,,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Doryrhamphus,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Dunckerocampus pessuliferus,,,,,,,,,,,,,,,,,
14046,Drabastrum alpestre,Mountain Cress,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Drabastrum,dicots (two seed leaves),,,,,,,,,,,,,Threatened (Vulnerable),Drabastrum alpestre (Drabastrum alpestre),,,,,,,,,,,Present,,,,,,,,,,
78734,Dracophyllum macranthum, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Dracophyllum,dicots (two seed leaves),,,Vulnerable,Dracophyllum macranthum,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
20069,Dracophyllum sayeri, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae,Dracophyllum,dicots (two seed leaves),,,,,,,Vulnerable,Dracophyllum sayeri,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
66784,Draculoides bramstokeri,Barrow Island Draculoides,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Draculoides,"spiders, scorpions, mites",,,,,,,,,,,,,,,Vulnerable,Draculoides bramstokeri,,,,,,,,,,Present,,,,,,,,,
84910,Draculoides brooksi,Northern Cape Range Draculoides,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Draculoides,"spiders, scorpions, mites",,,,,,,,,,,,,,,Endangered,Draculoides brooksi,,,,,,,,,,Present,,,,,,,,,
84911,Draculoides julianneae,Western Cape Range Draculoides,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Draculoides,"spiders, scorpions, mites",,,,,,,,,,,,,,,Endangered,Draculoides julianneae,,,,,,,,,,Present,,,,,,,,,
84912,Draculoides mesozeirus,Middle Robe Draculoides,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Draculoides,"spiders, scorpions, mites",,,,,,,,,,,,,,,Vulnerable,Draculoides mesozeirus,,,,,,,,,,Present,,,,,,,,,
56777,Drakaea concolor,Kneeling Hammer-orchid,Vulnerable,Drakaea concolor,16-Jul-00,,,,,,,,,,,,,,,16-Dec-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Drakaea,monocots (single seed leaf),,,,,,,,,,,,,,,Endangered,Drakaea concolor,,,,,,,,,,"Endemic, Present, Endemic",,,,,,,,,
56778,Drakaea confluens,Late Hammer-orchid,Endangered,Drakaea confluens,16-Jul-00,,,,,,,,,,,,,,,16-Dec-16,26-Mar-02,Recovery Plan required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Drakaea,monocots (single seed leaf),,,,,,,,,,,,,,,Critically Endangered,Drakaea confluens,,,,,,,,,,"Endemic, Present, Endemic",,,,,,,,,
16753,Drakaea elastica,"Glossy-leafed Hammer Orchid, Glossy-leaved Hammer Orchid,  Warty Hammer Orchid",Endangered,Drakaea elastica,16-Jul-00,,,,,,,,,,,,,,,,12-Mar-10,Recovery Plan required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Drakaea,monocots (single seed leaf),,,,,,,,,,,,,,,Critically Endangered,Drakaea elastica,,,,,,,,,,Endemic,,,,,,,,,
64669,Drakaea isolata,Lonely Hammer-orchid,Endangered,Drakaea isolata,16-Jul-00,,,,,,,,,,,,,,,1-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Drakaea,monocots (single seed leaf),,,,,,,,,,,,,,,Critically Endangered,Drakaea isolata,,,,,,,,,,"Endemic, Present, Endemic",,,,,,,,,
56755,Drakaea micrantha,Dwarf Hammer-orchid,Vulnerable,Drakaea micrantha,16-Jul-00,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Drakaea,monocots (single seed leaf),,,,,,,,,,,,,,,Endangered,Drakaea micrantha,,,,,,,,,,"Endemic, Present, Endemic",,,,,,,,,
84653,Drepanocladus polygamus,Shore Feather-moss,,,,,,,,,,,,,,,,,,,,,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Drepanocladus,true mosses,,,,,,,,,,,,,Threatened (Endangered),Campylium polygamum (Drepanocladus polygamus),,,,,,,,,,,Present,,,,,,,,,,
58195,Dromaeschna forcipata,Green-striped Darner,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Odonata,Telephlebiidae,Dromaeschna,insects,,,,,,,,,,,,,,,,,Least Concern,Dromaeschna forcipata,,,,,,,,,,,,,,,,,
66724,Dromaius ater,King Island Emu,Extinct,Dromaius ater,16-Jul-00,,,,,,,,,,,,,,,,,,Animalia,Chordata,Aves,Struthioniformes,Dromaiidae,Dromaius,birds,,,,,,,,,,,Extinct,Dromaius ater,,,,,Extinct,Dromaius minor,,,,,,"Extinct, Extinct",,,,,,,,,,,
26183,Dromaius baudinianus,Kangaroo Island Emu,Extinct,Dromaius baudinianus,16-Jul-00,,,,,,,,,,,,,,,,,,Animalia,Chordata,Aves,Struthioniformes,Dromaiidae,Dromaius,birds,,,,,,,,,Endangered,Dromaius novaehollandiae baudinianus,,,,,,,Extinct,Dromaius baudinianus,,,,,Extinct,,,,,,,,,,,,
1095,Dromaius novaehollandiae,Emu,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Aves,Struthioniformes,Dromaiidae,Dromaius,birds,,,,,,,,,,,,, (Near Threatened), (Dromaius novaehollandiae),,,Least Concern,Dromaius novaehollandiae,,,,,,,,,,,,,,,,,
64437,Dromaius novaehollandiae diemenensis,"Tasmanian Emu, Emu (Tasmanian)",Extinct,Dromaius novaehollandiae diemenensis,16-Jul-00,,,,,,,,,,,,,,,,,,Animalia,Chordata,Aves,Struthioniformes,Dromaiidae,Dromaius,birds,,,,,,,,,,,Extinct,Dromaius novaehollandiae diemenensis,,,,,,,,,,,,Extinct,,,,,,,,,,,
13068,Drosera adelae, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,Near Threatened,Drosera adelae,,,,,,,,,Least Concern,Drosera adelae,,,,Present,,,,,,,,,,,,,
5520,Drosera andersoniana, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera andersoniana,,,,,,,,,,,,,,,,,
46038,Drosera angustifolia, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,, (Vulnerable), (Drosera angustifolia),,,,,,,,,,,,,,,,,,,,,
16545,Drosera arcturi, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,, (Rare), (Drosera arcturi),,,Least Concern,Drosera arcturi,,,,,,,,,,,,,,,,,
10041,Drosera auriculata,"Tall Sundew, Climbing Sundew, Errienellam",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera auriculata,,,,,,,,,,,,,,,,,
21042,Drosera binata,Forked Sundew,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,Rare,Drosera binata,,,,,,,Least Concern,Drosera binata,,,,,,,,,,,,,,,,,
89994,Drosera bindoon,a sundew,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Vulnerable,Drosera bindoon,,,,,,,,,,,,,,,,,
81741,Drosera brevicornis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera brevicornis,,,,,,,,,,,,,,,,,
81742,Drosera broomensis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera broomensis,,,,,,,,,,,,,,,,,
10568,Drosera burmanni,Sundew,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera burmanni,,,,,,,,,,,,,,,,,
81743,Drosera caduca, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera caduca,,,,,,,,,,,,,,,,,
55252,Drosera callistos, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera callistos,,,,,,,,,,,,,,,,,
54458,Drosera calycina, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera calycina,,,,,,,,,,,,,,,,,
55256,Drosera closterostigma, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera closterostigma,,,,,,,,,,,,,,,,,
89235,Drosera darwinensis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera darwinensis,,,,,,,,,,,,,,,,,
89995,Drosera depauperata,a sundew,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Vulnerable,Drosera depauperata,,,,,,,,,,,,,,,,,
81521,Drosera derbyensis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera derbyensis,,,,,,,,,,,,,,,,,
54538,Drosera drummondii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera drummondii,,,,,,,,,,,,,,,,,
55275,Drosera echinoblastus, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera echinoblastus,,,,,,,,,,,,,,,,,
55277,Drosera eneabba, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera eneabba,,,,,,,,,,,,,,,,,
55262,Drosera enodes, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera enodes,,,,,,,,,,,,,,,,,
55281,Drosera erythrogyne, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera erythrogyne,,,,,,,,,,,,,,,,,
8240,Drosera erythrorhiza,Red Ink Sundew,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera erythrorhiza,,,,,,,,,,,,,,,,,
54589,Drosera falconeri, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera falconeri,,,,,,,,,,,,,,,,,
54634,Drosera finlaysoniana, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera finlaysoniana,,,,,,,,,,,,,,,,,
54682,Drosera fulva, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera fulva,,,,,,,,,,,,,,,,,
5887,Drosera gigantea, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera gigantea,,,,,,,,,,,,,,,,,
13659,Drosera glanduligera,"Pimpernel Sundew, Scarlet Sundew",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,Rare,Drosera glanduligera,,,,,Least Concern,Drosera glanduligera,,,,,,,,,,,,,,,,,
54728,Drosera gracilis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera gracilis,,,,,,,,,,,,,,,,,
55973,Drosera grievei, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera grievei,,,,,,,,,,,,,,,,,
9832,Drosera hamiltonii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera hamiltonii,,,,,,,,,,,,,,,,,
55296,Drosera helodes, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera helodes,,,,,,,,,,,,,,,,,
2408,Drosera heterophylla, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera heterophylla,,,,,,,,,,,,,,,,,
10787,Drosera huegelii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera huegelii,,,,,,,,,,,,,,,,,
54773,Drosera humilis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera humilis,,,,,,,,,,,,,,,,,
55297,Drosera hyperostigma, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera hyperostigma,,,,,,,,,,,,,,,,,
54801,Drosera intricata, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera intricata,,,,,,,,,,,,,,,,,
21676,Drosera lanata, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera lanata,,,,,,,,,,,,,,,,,
3581,Drosera leucoblasta, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera leucoblasta,,,,,,,,,,,,,,,,,
55299,Drosera lowriei, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera lowriei,,,,,,,,,,,,,,,,,
10638,Drosera macrantha, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera macrantha,,,,,,,,,,,,,,,,,
9923,Drosera macrophylla, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera macrophylla,,,,,,,,,,,,,,,,,
75275,Drosera mannii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera mannii,,,,,,,,,,,,,,,,,
4390,Drosera marchantii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera marchantii,,,,,,,,,,,,,,,,,
54920,Drosera micrantha, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera micrantha,,,,,,,,,,,,,,,,,
5935,Drosera microphylla, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera microphylla,,,,,,,,,,,,,,,,,
27052,Drosera miniata, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera miniata,,,,,,,,,,,,,,,,,
27060,Drosera minutiflora, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera minutiflora,,,,,,,,,,,,,,,,,
20449,Drosera modesta, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera modesta,,,,,,,,,,,,,,,,,
81745,Drosera moorei, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera moorei,,,,,,,,,,,,,,,,,
6745,Drosera myriantha, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera myriantha,,,,,,,,,,,,,,,,,
8011,Drosera neesii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera neesii,,,,,,,,,,,,,,,,,
13431,Drosera nitidula, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera nitidula,,,,,,,,,,,,,,,,,
89996,Drosera nivea,a sundew,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Vulnerable,Drosera nivea,,,,,,,,,,,,,,,,,
10815,Drosera occidentalis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Nepenthales,Droseraceae,Drosera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Drosera occidentalis,,,,,,,,,,,,,,,,,
