Scientific Name,Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,ACI,CKI,CI,CSI,JBT,NFI,HMI,AAT,CMA,Listed SPRAT TaxonID,Kingdom,Class,Family,Genus,Species
Prasophyllum pruinosum,Plum LeekNaorchid,Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,11821,Plantae,Liliopsida,Orchidaceae,Prasophyllum,pruinosum
Macrozamia macdonnellii,MacDonnell Ranges Cycad,Vulnerable,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,11843,Plantae,Cycadatae,Zamiaceae,Macrozamia,macdonnellii
Myrmecodia beccarii,Ant Plant,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,11852,Plantae,Magnoliopsida,Rubiaceae,Myrmecodia,beccarii
Pultenaea glabra,"Smooth BushNapea, Swamp BushNapea",Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,11887,Plantae,Magnoliopsida,Fabaceae,Pultenaea,glabra
Thelymitra epipactoides,Metallic SunNaorchid,Endangered,Na,Yes,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,11896,Plantae,Liliopsida,Orchidaceae,Thelymitra,epipactoides
Dodonaea subglandulifera,Peep Hill HopNabush,Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,11956,Plantae,Magnoliopsida,Sapindaceae,Dodonaea,subglandulifera
Cryptocarya foetida,"Stinking Cryptocarya, Stinking Laurel",Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,11976,Plantae,Magnoliopsida,Lauraceae,Cryptocarya,foetida
Caladenia brachyscapa,Short SpiderNaorchid,Extinct,Na,Na,Na,Na,Na,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,11980,Plantae,Liliopsida,Orchidaceae,Caladenia,brachyscapa
Gentiana baeuerlenii,Baeuerlen's Gentian,Endangered,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12001,Plantae,Magnoliopsida,Gentianaceae,Gentiana,baeuerlenii
Actephila foetida,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12078,Plantae,Magnoliopsida,Euphorbiaceae,Actephila,foetida
Thomasia montana,Hill Thomasia,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,12136,Plantae,Magnoliopsida,Sterculiaceae,Thomasia,montana
Dodonaea procumbens,Trailing HopNabush,Vulnerable,Yes,Yes,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12149,Plantae,Magnoliopsida,Sapindaceae,Dodonaea,procumbens
Medicosma elliptica,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12192,Plantae,Magnoliopsida,Rutaceae,Medicosma,elliptica
Grevillea scapigera,Corrigin Grevillea,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,12195,Plantae,Magnoliopsida,Proteaceae,Grevillea,scapigera
Prostanthera densa,Villous Mintbush,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12233,Plantae,Magnoliopsida,Lamiaceae,Prostanthera,densa
Syzygium moorei,"Rose Apple, Coolamon, Robby, Durobby, Watermelon Tree, Coolamon Rose Apple",Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12284,Plantae,Magnoliopsida,Myrtaceae,Syzygium,moorei
Olearia pannosa subsp. pannosa,"Silver DaisyNabush, SilverNaleaved Daisy, Velvet DaisyNabush",Vulnerable,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12348,Plantae,Magnoliopsida,Asteraceae,Olearia,pannosa
Euphorbia carissoides,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12431,Plantae,Magnoliopsida,Euphorbiaceae,Euphorbia,carissoides
Deyeuxia lawrencei,Na,Extinct,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12432,Plantae,Liliopsida,Poaceae,Deyeuxia,lawrencei
Goodenia arthrotricha,Na,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,12448,Plantae,Magnoliopsida,Goodeniaceae,Goodenia,arthrotricha
Prasophyllum robustum,Robust LeekNaorchid,Critically Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12499,Plantae,Liliopsida,Orchidaceae,Prasophyllum,robustum
Leucopogon marginatus,ThickNamargined Leucopogon,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,12527,Plantae,Magnoliopsida,Epacridaceae,Leucopogon,marginatus
Cynanchum elegans,WhiteNaflowered Wax Plant,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12533,Plantae,Magnoliopsida,Apocynaceae,Cynanchum,elegans
Barbarea australis,"Native Wintercress, Riverbed Wintercress",Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12540,Plantae,Magnoliopsida,Brassicaceae,Barbarea,australis
Eucalyptus imlayensis,"Imlay Mallee, Mount Imlay Mallee",Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12623,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,imlayensis
Centrolepis pedderensis,"Pedder Centrolepis, Pedder Bristlewort",Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12647,Plantae,Liliopsida,Centrolepidaceae,Centrolepis,pedderensis
Sarcochilus weinthalii,"Blotched Sarcochilus, Weinthals Sarcanth",Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12673,Plantae,Liliopsida,Orchidaceae,Sarcochilus,weinthalii
Pultenaea trichophylla,Tufted BushNapea,Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12715,Plantae,Magnoliopsida,Fabaceae,Pultenaea,trichophylla
Wurmbea tubulosa,LongNaflowered Nancy,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,12739,Plantae,Liliopsida,Liliaceae,Wurmbea,tubulosa
Diplazium pallidum,Na,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12764,Plantae,Polypodiatae,Athyriaceae,Diplazium,pallidum
Persoonia glaucescens,Mittagong Geebung,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12770,Plantae,Magnoliopsida,Proteaceae,Persoonia,glaucescens
Euphrasia eichleri,Bogong Eyebright,Vulnerable,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12831,Plantae,Magnoliopsida,Scrophulariaceae,Euphrasia,eichleri
Acacia deuteroneura,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12836,Plantae,Magnoliopsida,Fabaceae,Acacia,deuteroneura
Symonanthus bancroftii,Bancrofts Symonanthus,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,12837,Plantae,Magnoliopsida,Solanaceae,Symonanthus,bancroftii
Senecio georgianus,Grey Groundsel,Extinct,Na,Yes,Na,Na,Yes,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12873,Plantae,Magnoliopsida,Asteraceae,Senecio,georgianus
Diuris purdiei,Purdie's DonkeyNaorchid,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,12950,Plantae,Liliopsida,Orchidaceae,Diuris,purdiei
Homoranthus darwinioides,Na,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,12974,Plantae,Magnoliopsida,Myrtaceae,Homoranthus,darwinioides
Logania insularis,Kangaroo Island Logania,Vulnerable,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13105,Plantae,Magnoliopsida,Loganiaceae,Logania,insularis
Eucalyptus merrickiae,Goblet Mallee,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,13119,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,merrickiae
Pultenaea baeuerlenii,Budawangs BushNapea,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13130,Plantae,Magnoliopsida,Fabaceae,Pultenaea,baeuerlenii
Rutidosis heterogama,Heath Wrinklewort,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13132,Plantae,Magnoliopsida,Asteraceae,Rutidosis,heterogama
Pterostylis tenuissima,"Swamp Greenhood, Dainty Swamp Orchid",Vulnerable,Na,Na,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13139,Plantae,Liliopsida,Orchidaceae,Pterostylis,tenuissima
Darwinia oxylepis,Gillam's Bell,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,13188,Plantae,Magnoliopsida,Myrtaceae,Darwinia,oxylepis
Sauropus macranthus,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13189,Plantae,Magnoliopsida,Euphorbiaceae,Sauropus,macranthus
Melaleuca kunzeoides,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13192,Plantae,Magnoliopsida,Myrtaceae,Melaleuca,kunzeoides
Prasophyllum diversiflorum,Gorae LeekNaorchid,Endangered,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13210,Plantae,Liliopsida,Orchidaceae,Prasophyllum,diversiflorum
Senecio megaglossus,Superb Groundsel,Vulnerable,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13374,Plantae,Magnoliopsida,Asteraceae,Senecio,megaglossus
Neoroepera buxifolia,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13375,Plantae,Magnoliopsida,Euphorbiaceae,Neoroepera,buxifolia
Acacia pycnostachya,Bolivia Wattle,Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13415,Plantae,Magnoliopsida,Fabaceae,Acacia,pycnostachya
Caladenia rigida,Stiff White SpiderNaorchid,Endangered,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13419,Plantae,Liliopsida,Orchidaceae,Caladenia,rigida
Archidendron lovelliae,"Bacon Wood, Tulip Siris",Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13451,Plantae,Magnoliopsida,Fabaceae,Archidendron,lovelliae
Eucalyptus burdettiana,Burdett Gum,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,13505,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,burdettiana
Acacia aphylla,Leafless Rock Wattle,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,13553,Plantae,Magnoliopsida,Fabaceae,Acacia,aphylla
Acacia axillaris,"Midlands Mimosa, Midlands Wattle",Vulnerable,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13563,Plantae,Magnoliopsida,Fabaceae,Acacia,axillaris
Dendrobium johannis,Chocolate Tea Tree Orchid,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13585,Plantae,Liliopsida,Orchidaceae,Dendrobium,johannis
Solanum bauerianum,Bridal Flower ,Extinct,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13657,Plantae,Magnoliopsida,Solanaceae,Solanum,bauerianum
Pomaderris pallida,Pale Pomaderris,Vulnerable,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13684,Plantae,Magnoliopsida,Rhamnaceae,Pomaderris,pallida
Microlepidium alatum,Na,Vulnerable,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13711,Plantae,Magnoliopsida,Brassicaceae,Microlepidium,alatum
Minuria tridens,Minnie Daisy,Vulnerable,Na,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,13753,Plantae,Magnoliopsida,Asteraceae,Minuria,tridens
Spyridium eriocephalum var. glabrisepalum,MacGillivray Spyridium,Vulnerable,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13771,Plantae,Magnoliopsida,Rhamnaceae,Spyridium,eriocephalum
Bertya opponens,Na,Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13792,Plantae,Magnoliopsida,Euphorbiaceae,Bertya,opponens
Prasophyllum morganii,"Mignonette LeekNaorchid, Cobungra LeekNaorchid, Dense LeekNaorchid",Vulnerable,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13804,Plantae,Liliopsida,Orchidaceae,Prasophyllum,morganii
Acacia kingiana,Na,Extinct,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,13816,Plantae,Magnoliopsida,Fabaceae,Acacia,kingiana
Solanum dunalianum,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13819,Plantae,Magnoliopsida,Solanaceae,Solanum,dunalianum
Endiandra hayesii,"Rusty Rose Walnut, Velvet Laurel",Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13866,Plantae,Magnoliopsida,Lauraceae,Endiandra,hayesii
Glycine latrobeana,"Clover Glycine, Purple Clover",Vulnerable,Na,Yes,Na,Na,Yes,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,13910,Plantae,Magnoliopsida,Fabaceae,Glycine,latrobeana
Conostylis seorsiflora subsp. trichophylla,Hairy Mat Conostylis,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,13920,Plantae,Liliopsida,Haemodoraceae,Conostylis,seorsiflora
Cyphanthera odgersii subsp. occidentalis,"Western Woolly Cyphanthera, Western Cyphanthera",Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,14002,Plantae,Magnoliopsida,Solanaceae,Cyphanthera,odgersii
Asperula asthenes,Trailing Woodruff,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14004,Plantae,Magnoliopsida,Rubiaceae,Asperula,asthenes
Glyceria drummondii,Nangetty Grass,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,14008,Plantae,Liliopsida,Poaceae,Glyceria,drummondii
Pultenaea pauciflora,Narrogin Pea,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,14013,Plantae,Magnoliopsida,Fabaceae,Pultenaea,pauciflora
Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",Endangered,Na,Yes,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14030,Plantae,Magnoliopsida,Asteraceae,Senecio,behrianus
Lepidium peregrinum,Wandering PepperNacress,Endangered,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14035,Plantae,Magnoliopsida,Brassicaceae,Lepidium,peregrinum
Germainia capitata,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14069,Plantae,Liliopsida,Poaceae,Germainia,capitata
Plectranthus gratus,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14130,Plantae,Magnoliopsida,Lamiaceae,Plectranthus,gratus
Lepidosperma rostratum,Beaked Lepidosperma,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,14152,Plantae,Liliopsida,Cyperaceae,Lepidosperma,rostratum
Dichanthium setosum,bluegrass,Vulnerable,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14159,Plantae,Liliopsida,Poaceae,Dichanthium,setosum
Olearia macdonnellensis,Na,Vulnerable,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14180,Plantae,Magnoliopsida,Asteraceae,Olearia,macdonnellensis
Hakea pulvinifera,Lake Keepit Hakea,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14228,Plantae,Magnoliopsida,Proteaceae,Hakea,pulvinifera
Leucopogon exolasius,Woronora BeardNaheath,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14251,Plantae,Magnoliopsida,Epacridaceae,Leucopogon,exolasius
Acacia latzii,Latz's Wattle,Vulnerable,Na,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14275,Plantae,Magnoliopsida,Fabaceae,Acacia,latzii
Dendrobium mirbelianum,"DarkNastemmed Antler Orchid, Mangrove Orchid",Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14310,Plantae,Liliopsida,Orchidaceae,Dendrobium,mirbelianum
Neisosperma kilneri,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14319,Plantae,Magnoliopsida,Apocynaceae,Neisosperma,kilneri
Conostylis rogeri,"Kulin Conostylis, SingleNaflowered Conostylis",Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,14362,Plantae,Liliopsida,Haemodoraceae,Conostylis,rogeri
Tetratheca gunnii,"Shy Pinkbells, Shy Susan",Critically Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14415,Plantae,Magnoliopsida,Tremandraceae,Tetratheca,gunnii
Leucopogon confertus,Torrington BeardNaheath,Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14417,Plantae,Magnoliopsida,Epacridaceae,Leucopogon,confertus
Eremophila nivea,Silky Eremophila,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,14431,Plantae,Magnoliopsida,Myoporaceae,Eremophila,nivea
Andersonia gracilis,Slender Andersonia,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,14470,Plantae,Magnoliopsida,Epacridaceae,Andersonia,gracilis
Eucalyptus johnsoniana,Johnson's Mallee,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,14516,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,johnsoniana
Darwinia biflora,Na,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14619,Plantae,Magnoliopsida,Myrtaceae,Darwinia,biflora
Leucopogon cryptanthus,SmallNaflowered Leucopogon,Extinct,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,14621,Plantae,Magnoliopsida,Epacridaceae,Leucopogon,cryptanthus
Corchorus cunninghamii,Native Jute,Endangered,Na,Yes,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14659,Plantae,Magnoliopsida,Tiliaceae,Corchorus,cunninghamii
Irenepharsus trypherus,"Delicate Cress, Illawarra Irene",Endangered,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14664,Plantae,Magnoliopsida,Brassicaceae,Irenepharsus,trypherus
Triunia robusta,Glossy Spice Bush,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14747,Plantae,Magnoliopsida,Proteaceae,Triunia,robusta
Tectaria devexa,Na,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,14767,Plantae,Polypodiatae,Dryopteridaceae,Tectaria,devexa
Acacia praetermissa,a shrub,Vulnerable,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14840,Plantae,Magnoliopsida,Fabaceae,Acacia,praetermissa
Gastrolobium graniticum,Granite Poison,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,14872,Plantae,Magnoliopsida,Fabaceae,Gastrolobium,graniticum
Ranunculus anemoneus,Anemone Buttercup,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14889,Plantae,Magnoliopsida,Ranunculaceae,Ranunculus,anemoneus
Acacia handonis,"Hando's Wattle, Percy Grant Wattle",Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,14928,Plantae,Magnoliopsida,Fabaceae,Acacia,handonis
Notelaea lloydii,Lloyd's Olive,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15002,Plantae,Magnoliopsida,Oleaceae,Notelaea,lloydii
Hymenophyllum whitei,a filmy fern,Extinct,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15113,Plantae,Polypodiatae,Hymenophyllaceae,Hymenophyllum,whitei
Dodonaea rupicola,Velvet Hopbush,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15140,Plantae,Magnoliopsida,Sapindaceae,Dodonaea,rupicola
Tmesipteris lanceolata,Na,Extinct,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15153,Plantae,Psilotatae,Psilotaceae,Tmesipteris,lanceolata
Thesium australe,"Austral Toadflax, Toadflax",Vulnerable,Yes,Yes,Na,Yes,Na,Yes,Yes,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,15202,Plantae,Magnoliopsida,Santalaceae,Thesium,australe
Hibbertia crispula,Ooldea GuineaNaflower,Vulnerable,Na,Na,Na,Na,Yes,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,15222,Plantae,Magnoliopsida,Dilleniaceae,Hibbertia,crispula
Dendrobium antennatum,Antelope Orchid,Endangered,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15240,Plantae,Liliopsida,Orchidaceae,Dendrobium,antennatum
Eleocharis obicis,a spike rush,Vulnerable,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15320,Plantae,Liliopsida,Cyperaceae,Eleocharis,obicis
Haloragis platycarpa,BroadNafruited Haloragis,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,15371,Plantae,Magnoliopsida,Haloragaceae,Haloragis,platycarpa
Eucalyptus steedmanii,Steedmans Gum,Vulnerable,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,15393,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,steedmanii
Epacris apsleyensis,Apsley Heath,Endangered,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15428,Plantae,Magnoliopsida,Epacridaceae,Epacris,apsleyensis
Stenanthemum pimeleoides,"Spreading Stenanthemum, Propellor Plant",Vulnerable,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15450,Plantae,Magnoliopsida,Rhamnaceae,Stenanthemum,pimeleoides
Pterostylis cucullata,Leafy Greenhood,Vulnerable,Na,Yes,Na,Na,Yes,Yes,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15459,Plantae,Liliopsida,Orchidaceae,Pterostylis,cucullata
Eucalyptus camfieldii,Camfield's Stringybark,Vulnerable,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15460,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,camfieldii
Tetratheca fasciculata,Cronin's Tetratheca,Extinct,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,15534,Plantae,Magnoliopsida,Tremandraceae,Tetratheca,fasciculata
Brachyscome muelleroides,Mueller Daisy,Vulnerable,Na,Yes,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15572,Plantae,Magnoliopsida,Asteraceae,Brachyscome,muelleroides
Diplazium cordifolium,Na,Vulnerable,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,15585,Plantae,Polypodiatae,Athyriaceae,Diplazium,cordifolium
Acacia leptoneura,Na,Critically Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,15610,Plantae,Magnoliopsida,Fabaceae,Acacia,leptoneura
Darwinia wittwerorum,Wittwer's Mountain Bell,Endangered,Na,Na,Na,Na,Na,Na,Na,Yes,Na,Na,Na,Na,Na,Na,Na,Na,Na,15626,Plantae,Magnoliopsida,Myrtaceae,Darwinia,wittwerorum
