,Species,Common_Name,Category,Presence_Type,Location,Kingdom,Phylum,Class,Order,Family
1674,Rhizanthella slateri,Eastern Underground Orchid,Endangered,Present,"NSW, QLD, TER",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1675,Ricinocarpos brevis,,Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
1676,Ricinocarpos gloria-medii,Glory of the Centre,Vulnerable,Endemic,NT,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
1677,Ricinocarpos trichophorus,Barrens Wedding Bush,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
1678,Ristantia gouldii,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1679,Romnalda strobilacea,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Liliopsida,Liliales,Xanthorrhoeaceae
1680,Rostratula australis,Australian Painted Snipe,Endangered,Present,"ACT, NSW, NT, QLD, SA, TER, VIC, WA",Animalia,Chordata,Aves,Charadriiformes,Rostratulidae
1681,Rostratula australis,Australian Painted Snipe,Endangered,Vagrant,TAS,Animalia,Chordata,Aves,Charadriiformes,Rostratulidae
1682,Roycea pycnophylloides,Saltmat,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae
1683,Rutidosis heterogama,Heath Wrinklewort,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1684,Rutidosis leiolepis,Monaro Golden Daisy,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1685,Rytidosperma pumilum,Feldmark Grass,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae
1686,Saccolaimus saccolaimus nudicluniatus,"Bare-rumped Sheath-tailed Bat, Bare-rumped Sheathtail Bat",Vulnerable,Present,"NT, QLD, WA",Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae
1687,Sagina diemensis,Tasmanian Pearlwort,Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae
1688,Samadera bidwillii,Quassia,Vulnerable,Present,QLD,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Simaroubaceae
1689,Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),,Endangered,Present,NSW,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Simaroubaceae
1690,Sankowskya stipularis,,Endangered,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
1691,Sannantha crenulata,Fern-leaf Baeckea,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1692,Sannantha tozerensis,a shrub,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1693,Sarcochilus fitzgeraldii,Ravine Orchid,Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1694,Sarcochilus hartmannii,"Waxy Sarcochilus, Blue Knob Orchid",Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1695,Sarcochilus hirticalcar,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1696,Sarcochilus weinthalii,"Blotched Sarcochilus, Weinthals Sarcanth",Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1697,Sarcophilus harrisii,Tasmanian Devil,Endangered,Endemic,TAS,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae
1698,Sauropus macranthus,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
1699,Scaevola macrophylla,Large-flowered Scaevola,Critically Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Goodeniaceae
1700,Scaturiginichthys vermeilipinnis,"Redfin Blue Eye, Redfin Blue-eye",Endangered,Endemic,QLD,Animalia,Chordata,Actinopterygii,Atheriniformes,Pseudomugilidae
1701,Schoenia filifolia subsp. subulifolia,Mingenew Everlasting,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1702,Sclerolaena blakei,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae
1703,Sclerolaena napiformis,Turnip Copperburr,Endangered,Present,"NSW, VIC",Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae
1704,Sclerolaena walkeri,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae
1705,Sclerolaena walkeri,,Vulnerable,Present,"NSW, SA",Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae
1706,Selaginella andrewsii,Tallebudgera spikemoss,Vulnerable,Present,"NSW, QLD",Plantae,Lycopodiophyta,Lycopodopiatae,Lycopodiales,Selaginellaceae
1707,Semotrachia euzyga,a land snail,Endangered,Endemic,NT,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae
1708,Senecio australis,a daisy,Vulnerable,Endemic,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1709,Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",Endangered,Endemic,VIC,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1710,Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",Endangered,Present,"NSW, SA",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1711,Senecio evansianus,a daisy,Endangered,Endemic,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1712,Senecio georgianus,Grey Groundsel,Extinct,Extinct,"NSW, SA, TAS, VIC",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1713,Senecio hooglandii,a daisy,Vulnerable,Endemic,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1714,Senecio macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",Vulnerable,Present,"NSW, SA, TAS, VIC",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1715,Senecio megaglossus,Superb Groundsel,Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1716,Senecio psilocarpus,"Swamp Fireweed, Smooth-fruited Groundsel",Vulnerable,Present,"SA, TAS, VIC",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1717,Seriolella brama,Blue Warehou,Conservation Dependent,Present,"NSW, OCE, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae
1718,Setonix brachyurus,Quokka,Vulnerable,Endemic,WA,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae
1719,Sinumelon bednalli,Bednall's Land Snail,Endangered,Endemic,NT,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae
1720,Sminthopsis butleri,Butler's Dunnart,Vulnerable,Present,"NT, WA",Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae
1721,Sminthopsis douglasi,Julia Creek Dunnart,Vulnerable,Endemic,QLD,Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae
1722,Sminthopsis psammophila,Sandhill Dunnart,Endangered,Present,"NT, SA, WA",Animalia,Chordata,Mammalia,Polyprotodonta,Dasyuridae
1723,Solanum bauerianum,Bridal Flower ,Extinct,Extinct,NSW,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae
1724,Solanum dissectum,,Endangered,Present,QLD,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae
1725,Solanum dunalianum,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae
1726,Solanum johnsonianum,,Endangered,Present,QLD,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae
1727,Solanum karsense,Menindee Nightshade,Vulnerable,Present,"NSW, SA, VIC",Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae
1728,Solanum sulphureum,,Endangered,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae
1729,Sophora fraseri,,Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1730,Sphaerolobium acanthos,Grampians Globe-pea,Critically Endangered,Present ,VIC,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1731,Sphenotoma drummondii,Mountain Paper-heath,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
1732,Sphyrna lewini,Scalloped Hammerhead,Conservation Dependent,Present,"ACR, CI, CKI, CSI, NI, NSW, NT, OCE, QLD, TER, WA",Animalia,Chordata,Chondrichthyes,Chimaeiformes,Sphyrnidae
1733,Spicospina flammocaerulea,Sunset Frog,Vulnerable,Endemic,WA,Animalia,Chordata,Amphibia,Anura,Myobatrachidae
1734,Spirogardnera rubescens,Spiral Bush,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Santalaceae
1735,Spyridium coactilifolium,Butterfly Spyridium,Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae
1736,Spyridium eriocephalum var. glabrisepalum,MacGillivray Spyridium,Vulnerable,Endemic,SA,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae
1737,Spyridium furculentum,Forked Spyridium,Endangered,Endemic,VIC,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae
1738,Spyridium lawrencei,Small-leaf Spyridium,Endangered,Present,TAS,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae
1739,Spyridium obcordatum,Creeping Dusty Miller,Vulnerable,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae
1740,Stachystemon nematophorus,Three-flowered Stachystemon,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae
1741,Stackhousia annua,"Annual Stackhousia, Annual Candles",Vulnerable,Present,"SA, VIC",Plantae,Magnoliophyta,Magnoliopsida,Celastrales,Stackhousiaceae
1742,Stenanthemum pimeleoides,"Spreading Stenanthemum, Propellor Plant",Vulnerable,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae
1743,Sterna vittata bethunei,"New Zealand Antarctic Tern, Antarctic Tern (New Zealand)",Endangered,Present,"OCE, TAS",Animalia,Chordata,Aves,Charadriiformes,Laridae
1744,Sterna vittata vittata,Antarctic Tern (Indian Ocean),Vulnerable,Present,"AET, ANT, HI, OCE",Animalia,Chordata,Aves,Charadriiformes,Laridae
1745,Sternula nereis nereis,Australian Fairy Tern,Vulnerable,Present,"NSW, OCE, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Charadriiformes,Laridae
1746,Stiphodon semoni,Opal Cling Goby,Critically Endangered,Present,QLD,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
1747,Stipiturus malachurus intermedius,"Fleurieu Peninsula Southern Emu-wren, Mount Lofty Southern Emu-wren",Endangered,Endemic,SA,Animalia,Chordata,Aves,Passeriformes,Maluridae
1748,Stipiturus malachurus parimeda,Southern Emu-wren (Eyre Peninsula),Vulnerable,Endemic,SA,Animalia,Chordata,Aves,Passeriformes,Maluridae
1749,Stipiturus mallee,Mallee Emu-wren,Endangered,Present,"NSW, SA, VIC",Animalia,Chordata,Aves,Passeriformes,Maluridae
1750,Stonesiella selaginoides,Clubmoss Bush-pea,Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1751,Streblus pendulinus,"Siah's Backbone, Sia's Backbone, Isaac Wood",Endangered,Endemic,"AET, NI",Plantae,Magnoliophyta,Magnoliopsida,Urticales,Moraceae
1752,Strepera fuliginosa colei,Black Currawong (King Island),Vulnerable,Endemic,TAS,Animalia,Chordata,Aves,Passeriformes,Artamidae
1753,Strepera graculina crissalis,"Lord Howe Island Currawong, Pied Currawong (Lord Howe Island)",Vulnerable,Present,NSW,Animalia,Chordata,Aves,Passeriformes,Artamidae
1754,Stylidium amabile,,Critically Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae
1755,Stylidium applanatum,Flat-leaved Triggerplant,Critically Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae
1756,Stylidium asymmetricum,Asymmetric Triggerplant,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae
1757,Stylidium coroniforme subsp. amblyphyllum,,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae
1758,Stylidium coroniforme subsp. coroniforme,"Wongan Hills Triggerplant, Wongan Triggerplant",Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae
1759,Stylidium ensatum,a triggerplant,Endangered,Present,NT,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae
1760,Stylidium galioides,Yellow Mountain Triggerplant,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae
1761,Stylidium semaphorum,,Critically Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Stylidiaceae
1762,Styphelia longissima,,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae
1763,Styphelia perileuca,,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Epacridaceae
1764,Swainsona murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",Vulnerable,Present,"NSW, QLD, SA, VIC",Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1765,Swainsona plagiotropis,"Red Darling-pea, Red Swainson-pea",Vulnerable,Present,"NSW, VIC",Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1766,Swainsona pyrophila,Yellow Swainson-pea,Vulnerable,Present,"NSW, SA, VIC",Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1767,Swainsona recta,"Small Purple-pea, Mountain Swainson-pea, Small Purple Pea",Endangered,Present,"ACT, NSW, VIC",Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1768,Symonanthus bancroftii,Bancrofts Symonanthus,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae
1769,Symplocos baeuerlenii,"Small-leaved Hazelwood, Shrubby Hazelwood",Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Ebenales,Symplocaceae
1770,Synaphea quartzitica,Quartz-loving Synaphea,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
1771,Synaphea sp. Fairbridge Farm (D. Papenfus 696),Selena's Synaphea,Critically Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
1772,Synaphea sp. Pinjarra (R. Davis 6578),Club-leafed Synaphea,Critically Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
1773,Synaphea sp. Pinjarra Plain (A.S. George 17182),,Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
1774,Synaphea sp. Serpentine (G.R. Brand 103),,Critically Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
1775,Synaphea stenoloba,Dwellingup Synaphea,Endangered,Present,WA,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae
1776,Synemon plana,Golden Sun Moth,Critically Endangered,Present,"ACT, NSW, VIC",Animalia,Arthropoda,Insecta,Lepidoptera,Castniidae
1777,Syzygium hodgkinsoniae,"Smooth-bark Rose Apple, Red Lilly Pilly",Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1778,Syzygium moorei,"Rose Apple, Coolamon, Robby, Durobby, Watermelon Tree, Coolamon Rose Apple",Vulnerable,Present,"NSW, QLD",Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1779,Syzygium paniculatum,"Magenta Lilly Pilly, Magenta Cherry, Daguba, Scrub Cherry, Creek Lilly Pilly, Brush Cherry",Vulnerable,Present,"NSW, TER",Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1780,Syzygium velarum,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae
1781,Tachyglossus aculeatus multiaculeatus,Kangaroo Island Echidna,Endangered,Endemic,SA,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae
1782,Taeniophyllum norfolkianum,"Minute Orchid, Ribbon-root Orchid",Vulnerable,Present,"AET, NI",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1783,Taraxacum cygnorum,Coast Dandelion,Vulnerable,Extinct,"TAS, WA",Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1784,Taraxacum cygnorum,Coast Dandelion,Vulnerable,Present,VIC,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae
1785,Tasmannia glaucifolia,Fragrant Pepperbush,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Winteraceae
1786,Taudactylus acutirostris,"Sharp-snouted Day Frog, Sharp-snouted Torrent Frog",Extinct,Extinct,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae
1787,Taudactylus diurnus,"Southern Day Frog, Mt Glorious Torrent Frog",Extinct,Extinct,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae
1788,Taudactylus eungellensis,Eungella Day Frog,Endangered,Endemic,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae
1789,Taudactylus pleione,"Kroombit Tinker Frog, Pleione's Torrent Frog",Critically Endangered,Endemic,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae
1790,Taudactylus rheophilus,Tinkling Frog,Endangered,Endemic,QLD,Animalia,Chordata,Amphibia,Anura,Myobatrachidae
1791,Tectaria devexa,,Endangered,Present,"AET, CI, QLD",Plantae,Polypodiophyta,Polypodiatae,Aspidiales,Dryopteridaceae
1792,Tecticornia bulbosa,Large-articled Samphire,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae
1793,Tecticornia flabelliformis,Bead Glasswort,Vulnerable,Present,"SA, VIC, WA",Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae
1794,Tephrosia leveillei,,Vulnerable,Endemic,QLD,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae
1795,Tetraria australiensis,Southern Tetraria,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Cyperales,Cyperaceae
1796,Tetratheca aphylla,Bungalbin Tetratheca,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae
1797,Tetratheca deltoidea,Granite Tetratheca,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae
1798,Tetratheca fasciculata,Cronin's Tetratheca,Extinct,Extinct,WA,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae
1799,Tetratheca gunnii,"Shy Pinkbells, Shy Susan",Critically Endangered,Endemic,TAS,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae
1800,Tetratheca harperi,Jackson Tetratheca,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae
1801,Tetratheca juncea,Black-eyed Susan,Vulnerable,Endemic,NSW,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae
1802,Tetratheca nephelioides,,Critically Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae
1803,Tetratheca paynterae,Paynter's Tetratheca,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Polygalales,Tremandraceae
1804,Thalassarche bulleri,"Buller's Albatross, Pacific Albatross",Vulnerable,Present,"CSI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
1805,Thalassarche bulleri platei,"Northern Buller's Albatross, Pacific Albatross",Vulnerable,Present,"NSW, OCE, SA, TAS, VIC",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
1806,Thalassarche carteri,Indian Yellow-nosed  Albatross,Vulnerable,Present,"OCE, QLD, SA, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
1807,Thalassarche cauta,Shy Albatross,Endangered,Present,"CSI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
1808,Thalassarche chrysostoma,Grey-headed Albatross,Endangered,Present,"AET, ANT, HI, NSW, OCE, QLD, SA, TAS, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
1809,Thalassarche eremita,Chatham Albatross,Endangered,Present,"CSI, NI, NSW, OCE, QLD, TAS, TER, VIC",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
1810,Thalassarche impavida,"Campbell Albatross, Campbell Black-browed Albatross",Vulnerable,Present,"ANT, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
1811,Thalassarche melanophris,Black-browed Albatross,Vulnerable,Present,"AET, ANT, CSI, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
1812,Thalassarche salvini,Salvin's Albatross,Vulnerable,Present,"NI, NSW, OCE, QLD, SA, TAS, TER, VIC",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
1813,Thalassarche steadi,White-capped Albatross,Vulnerable,Present,"ANT, CSI, HI, NI, NSW, OCE, QLD, SA, TAS, TER, VIC, WA",Animalia,Chordata,Aves,Procellariiformes,Diomedeidae
1814,Thaumatoperla alpina,Alpine Stonefly,Endangered,Present,VIC,Animalia,Arthropoda,Insecta,Plecoptera,Eustheniidae
1815,Thelymitra adorata,Wyong Sun Orchid,Critically Endangered,Present,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1816,Thelymitra cyanapicata,"Blue Top Sun-orchid, Dark-tipped Sun-orchid",Critically Endangered,Present,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1817,Thelymitra dedmaniarum,Cinnamon Sun Orchid,Endangered,Present,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1818,Thelymitra epipactoides,Metallic Sun-orchid,Endangered,Present,"NSW, SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1819,Thelymitra hygrophila,Blue Star Sun-orchid,Critically Endangered,Endemic,SA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1820,Thelymitra jonesii,Sky-blue Sun-orchid,Endangered,Endemic,TAS,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1821,Thelymitra kangaloonica,Kangaloon Sun Orchid,Critically Endangered,Present,NSW,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1822,Thelymitra mackibbinii,Brilliant Sun-orchid,Vulnerable,Endemic,VIC,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1823,Thelymitra matthewsii,Spiral Sun-orchid,Vulnerable,Present,"NSW, SA, VIC",Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1824,Thelymitra psammophila,Sandplain Sun-orchid,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1825,Thelymitra stellata,Star Sun-orchid,Endangered,Endemic,WA,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae
1826,Thersites mitchellae,Mitchell's Rainforest Snail,Critically Endangered,Endemic,NSW,Animalia,Mollusca,Gastropoda,Pulmonata,Camaenidae
1827,Thesium australe,"Austral Toadflax, Toadflax",Vulnerable,Present,"ACT, NSW, QLD, TAS, TER, VIC",Plantae,Magnoliophyta,Magnoliopsida,Santalales,Santalaceae
1828,Thomasia gardneri,Mt Holland Thomasia,Extinct,Extinct,WA,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae
1829,Thomasia glabripetala,Sandplain Thomasia,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae
1830,Thomasia montana,Hill Thomasia,Vulnerable,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae
1831,Thomasia sp. Green Hill (S.Paust 1322),Green Hill Thomasia,Endangered,Endemic,WA,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae
